Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Address,Price
63756.98018345672,4.213161828321429,6.659749619540184,4.8061324475603655,34373.9397700593,Fake Address 27,120387.4132334776
53993.61310081195,5.834323243150797,8.068346538003789,3.460392436112724,38504.442247943836,Fake Address 28,136400.99256627372
57083.06250206723,5.100267398579664,6.858863122790228,4.283832581794862,39391.732058868314,Fake Address 29,116180.35091233208
53982.93387770603,5.159521850270046,8.79958701731699,4.151735491325062,26195.57536704417,Fake Address 30,137086.85408409953
78522.78184508938,8.371816510859723,5.354532111162895,6.191887582484197,46093.6167382716,Fake Address 31,170917.95722049978
59865.02775262066,3.3760769092677565,7.0649561910102845,3.8395777036633114,56359.38592520596,Fake Address 32,117116.54449200862
49422.890710441,6.932939381872613,5.521145304854111,5.168463312252003,42805.59149737828,Fake Address 33,138701.43207419076
68225.4491210319,7.456476214611731,6.299123183719106,4.707305105663915,51063.678587504255,Fake Address 34,153658.47665839992
47791.563500289776,5.715697652796361,6.293181214704806,3.882757112587668,41813.126788949514,Fake Address 35,117125.41868138965
62088.63595004755,7.786135653973545,6.733043692866146,2.7560126642394405,29535.276184879094,Fake Address 36,153279.1208982631
40403.29876120224,6.2953036810749,5.811708649304681,3.9470364418903525,42709.139586984136,Fake Address 37,124570.9210477767
46718.139511015695,8.434259842312224,6.928260442440488,4.8992364267471995,34974.444651892714,Fake Address 38,155626.63379391693
61968.612358691236,2.9555893901482917,7.460466504481178,2.775182419770836,28905.515214144863,Fake Address 39,108486.72635398313
67384.6657999541,5.302449477986261,5.468096867378434,4.835709501535301,39219.20878482044,Fake Address 40,127425.09190102396
61713.68281189971,5.856373714297931,6.365067509970529,5.342886870421174,48203.687605828745,Fake Address 41,134531.96761371166
58843.517176117595,0.6555852310573016,9.540992132763023,4.096007069911899,36594.1417133094,Fake Address 42,89634.14299071759
56988.96304410711,3.8280945328429303,7.329237138865849,4.913696701423505,59399.57633698887,Fake Address 43,119159.69215231675
45214.780096325725,4.372801491282427,5.182258795818233,4.14025448292593,49509.062643236495,Fake Address 44,112844.95920641282
52801.557916052916,7.896411989646699,5.599534135240212,4.571381440926527,34521.510556299465,Fake Address 45,140444.25885176988
55393.612290402125,4.586313307370799,7.225904245372861,5.493580285755169,34217.825381288865,Fake Address 46,129114.04981643698
70571.22226218916,4.363842025388045,7.1006660385742375,2.4460240497554393,61447.451331532284,Fake Address 47,129036.7828714439
63436.182895684615,7.634971561312383,6.41255719829912,3.2347811071961834,36637.26941028729,Fake Address 48,141703.34971834597
42369.59844637266,2.764178708419891,9.193314956887976,5.250681437923354,43642.200715330415,Fake Address 49,112701.34622292723
63240.83969394795,1.8575118651128557,9.618728820868654,5.4351205913038925,44218.000351044175,Fake Address 50,113671.8849546841
56149.17719583683,5.276815399861307,6.735616640150276,2.5920740626315326,22761.14067392617,Fake Address 51,121563.82625910109
53230.779996940415,3.1045864638432894,7.872956865926739,5.562303597807382,22891.389835983657,Fake Address 52,120420.85776722351
66116.76288840867,3.180641410680702,7.923166171321002,1.4278605837599345,48563.14592244882,Fake Address 53,116899.27605120407
70309.99522495951,7.146867583375964,8.055873139477578,4.625589518695079,29526.371152099968,Fake Address 54,154466.23017957428
69312.80119116198,7.751947675825158,6.3599146782260965,4.218794285335004,40118.65055680374,Fake Address 55,159623.58807245892
51607.824767773614,7.57772843170425,8.939449217220536,3.2668873577736504,24899.46413969804,Fake Address 56,150717.93889385386
56907.87624148785,8.217553320614465,6.93140280376559,3.3284538763592573,36715.411015357924,Fake Address 57,151241.1963797268
63312.63431403564,8.482268640029604,7.421992081025111,3.36531629215742,42137.38072786501,Fake Address 58,165335.36656775157
69755.45127122359,1.7428195823461383,7.00204351022831,3.7958475792963164,19398.694482759776,Fake Address 59,102716.29059930984
55208.2576215471,6.900823919858933,6.860313827701241,5.986035374591629,40540.68541349851,Fake Address 60,139503.75744925308
58143.41023336183,4.9407836008608825,7.27840445993786,4.823103637473875,41092.404498911004,Fake Address 61,126108.06432403662
48936.65025993972,4.505151508019128,5.814114426206483,5.434404130069236,35314.68774896647,Fake Address 62,118869.85968441184
48037.93375919329,7.120829264417411,5.0288469808263505,3.677922845115271,28995.578785802933,Fake Address 63,125922.74644200098
68125.25822394199,2.5394090402084966,6.786619523986273,4.230258924057163,36233.94651049959,Fake Address 64,105630.73784462044
73562.40028570822,2.49778278825536,6.119572363076731,2.928405362883161,36248.193788689474,Fake Address 65,100285.22332673203
59279.89878419666,7.267145488163434,7.54750367798664,3.721555279241298,59249.06451364142,Fake Address 66,159799.62636586855
70035.32897892024,6.975572035021796,7.433790158711649,3.4475004229354664,38791.667358781255,Fake Address 67,154310.72526093153
63616.36025047634,6.273465311743021,7.013480019696702,4.488639224168207,35356.632512961194,Fake Address 68,140629.58766979937
53548.80245394876,4.240173190553726,8.481574790554385,3.293145610227508,38771.55912013265,Fake Address 69,117864.44567349028
63613.95605508414,7.487659269164249,6.993772321137031,3.163135068032544,44236.81512191528,Fake Address 70,162927.7418563495
75380.3656646597,7.360605784120952,5.541849157054104,4.396350919245149,43868.1034213228,Fake Address 71,151806.20475078566
59641.73960890048,6.170609030094909,6.776355758345584,3.946483033128179,44498.18445023537,Fake Address 72,136620.08249518645
75646.43655814006,3.645357917460457,8.17096776685501,3.299465941429909,46030.46779190351,Fake Address 73,128830.42942521044
33802.548959102554,5.149503308540987,5.115745327039457,3.153355868878849,25397.405234196918,Fake Address 74,106415.81909054448
68219.02504375223,7.675667355048885,6.905963672950024,3.299130224492017,45164.833376083254,Fake Address 75,149510.31764062357
60870.47068238171,8.654382445603574,7.575462034558956,4.814614526898696,41841.39777785053,Fake Address 76,167719.73234856076
57009.92649534132,5.346926793247343,9.652242334527784,4.417528142362601,33769.21199255929,Fake Address 77,137085.71423162476
60917.607765355024,5.500654064383475,8.208257636927605,3.24482287482357,41064.317427051414,Fake Address 78,134279.9987755111
40124.310853991075,5.676621783949877,7.132616383364486,3.2846091790620386,38900.618533678164,Fake Address 79,129318.18531831562
57803.28112162488,6.549786017821944,7.5207592263469465,2.8526666979629645,39791.88541627437,Fake Address 80,147454.93158728033
63571.125715117465,4.837865399879953,5.102304639715074,3.606741734355613,41743.471890416324,Fake Address 81,120007.62150782945
74778.94044741517,0.21162988485683254,5.950277814094037,4.1229542527489915,23217.20120405328,Fake Address 82,72798.61355818837
54817.29781726353,8.385538003294194,7.650955671110631,3.1210586589869065,42630.99708058222,Fake Address 83,160957.53535343028
51915.06397106812,9.589377894325098,7.161167396656318,6.187313560086823,46504.14581857464,Fake Address 84,171804.188630108
54982.429564154634,4.7752002807885745,7.288741186597393,4.623782435046998,42437.85081594927,Fake Address 85,130137.8395109255
69154.02117702074,3.866693262162452,7.034114653677361,3.967824456797994,32749.14307109766,Fake Address 86,116808.20989928827
63287.51109659684,5.725798955219556,6.994909102418486,4.085072624982959,31368.229628529138,Fake Address 87,131043.11011519216
54702.39796232961,5.624992232542454,7.1029306484787975,2.608595422449944,41821.99564970851,Fake Address 88,130318.51752881192
65132.67433113356,7.991037154325919,5.943964815735194,2.8009722416286635,48030.756223050776,Fake Address 89,158669.07264400917
60970.7754934804,6.1092788832900755,6.771073027655068,5.322892114419834,53086.457216045725,Fake Address 90,146727.6611429981
69686.44990532889,4.414754339257634,5.755895368571158,5.635098829324158,47648.08006029907,Fake Address 91,130301.5913478904
52979.469061226475,3.363181098883902,6.3804035432617585,1.7846085701799033,45117.007078140574,Fake Address 92,106646.7761951648
56723.37853402232,7.731268369639347,8.195905009204534,4.470384162093158,14574.200226723417,Fake Address 93,165215.43989607383
56078.91846867842,7.199022482328499,6.819247689502436,5.381638502712587,33863.65517631444,Fake Address 94,149178.69123265616
45364.85051867882,8.121119756183639,7.595839475280808,3.658257899941895,43129.04996484926,Fake Address 95,151279.0940535413
62961.20277064576,4.063626498557812,7.11529455411255,5.519343530698823,33199.79028560242,Fake Address 96,117924.49716916546
62610.55272179889,9.67687379905666,6.6151083331067255,4.767347569560333,30698.5603396124,Fake Address 97,179727.55812220232
60051.13456642461,2.512610985885526,5.991431293391576,4.450910199471624,29376.169936198505,Fake Address 98,96085.69058139151
57654.12866624853,7.41920204280296,6.599944347590642,3.755341969296527,57648.34866224444,Fake Address 99,144744.88809628785
45846.29257949586,2.1808344656061966,7.183178445980524,4.092109922682165,27000.28153646306,Fake Address 100,94144.72351822387
55793.54677234641,4.419337236603065,7.58015344412426,3.5525860029939484,37877.09712363023,Fake Address 101,113646.83877969292
56572.85483473231,9.122045860895918,7.122336864557286,4.296457163176065,32720.892419986052,Fake Address 102,161583.24256372865
51977.22730778381,7.662728508951979,7.649480317945711,4.252803933778758,31362.035009766336,Fake Address 103,153591.7239736975
58387.14288333991,4.907559169025636,5.479829897440293,3.5657123578951704,44114.331113697895,Fake Address 104,121621.30542046616
64040.508568145386,4.962325914356624,7.866662557583502,2.0529656359295565,48229.786900856125,Fake Address 105,128251.10581116639
78861.8590121053,6.201244221670884,5.871743659298047,3.805011903639675,28231.002145675924,Fake Address 106,140072.68171393976
61745.77812831839,7.028281981521445,7.9835046171580215,2.9821267434806744,40525.13308505694,Fake Address 107,155023.21212915794
62575.50390722764,8.503158765365393,7.502405843412843,2.879127731917329,38864.08951816559,Fake Address 108,167621.2037876568
59255.54084233833,5.087531990783011,5.129810437855034,3.310001857406509,35478.1979762651,Fake Address 109,105946.12780214072
40812.28784700958,2.776429873025597,7.73696282418493,4.826882377906836,30662.98825148538,Fake Address 110,106990.97076044799
59734.86124550783,6.31393725409752,7.9950973398329115,2.8888687649963427,51085.90775389958,Fake Address 111,142233.11046881622
60602.30209941026,5.085138324983211,8.257878460345905,3.112587783865597,29659.98522745271,Fake Address 112,127900.34821236225
84632.42112485286,3.3987325905031054,6.231401715893977,4.70677379860173,26971.55724208963,Fake Address 113,117229.27978061796
58076.39035218878,6.5953378306255885,7.179410842070526,3.2343533098477435,50987.631022837064,Fake Address 114,135632.90434035158
63015.47342333612,5.573772491814422,7.694449383048709,2.8727999955230406,41999.4479097119,Fake Address 115,148398.95772806168
59652.88230294757,6.6130244129395885,7.736326867412079,4.808836429553629,28189.269928969472,Fake Address 116,140548.95071020076
48313.21962380468,4.211111599625639,7.409520761862969,3.8705344788432723,39228.82033860918,Fake Address 117,107485.93188993538
71428.2281451502,6.973421060650997,6.573363756543378,4.065339927713814,33759.32797488013,Fake Address 118,148513.75043446184
67519.33032686774,3.3658036064900427,7.987943754109147,3.776132209028838,54888.33080047946,Fake Address 119,113499.21313840174
67910.31947043046,4.344537220606834,7.993819966814517,4.423308610645602,37584.627879652304,Fake Address 120,130584.7963648932
50906.12545205261,5.514171537825445,6.845721693903397,4.685472961484042,45316.08237633406,Fake Address 121,136934.54171987882
74027.94310936099,9.483636829919428,6.216445195958938,3.877013425586925,39769.558806271176,Fake Address 122,175489.59684475118
45981.489372077194,7.569650737096987,6.272096660801856,2.5018535872584344,54369.72175590145,Fake Address 123,142182.5738736609
65868.5709380027,8.154385008535579,8.364817715332212,4.297481379533671,42033.878367991565,Fake Address 124,167645.78701797334
81904.55625809978,8.834154066686288,7.950678384918426,3.659993753096519,51575.533689665965,Fake Address 125,176319.77543988425
50094.63674869312,13.205664271621746,6.97996021727997,4.857284777038458,45414.171879193345,Fake Address 126,204798.2208783121
54337.02270397228,6.083178135116868,6.800826792479003,3.1043891288742675,34468.89232864811,Fake Address 127,136933.15618196744
60996.51365087641,8.840801846259712,5.231813239144322,3.6856053446591757,40018.61225499169,Fake Address 128,163225.99935405495
54965.243458838006,8.025270508803882,6.915598895621908,2.5181331492168564,37871.837207938326,Fake Address 129,151344.82713407898
44493.36568933867,7.992065006615052,5.808884845445826,4.783155540408176,34265.32210623448,Fake Address 130,148592.09018951943
60685.62974806027,9.548479236080363,7.158999476491759,5.225349792093383,29230.304029813324,Fake Address 131,171122.36967571292
49376.962862738954,5.161373938031047,8.18524724676144,3.512002244215352,53595.61738918599,Fake Address 132,126536.00980231313
64735.924306351815,5.002629952127241,6.019548447027559,3.805918186363115,19388.36155605463,Fake Address 133,114042.65352914316
50805.75765766197,6.6395310269637235,7.238586760388034,3.190320854766526,53315.021260671376,Fake Address 134,145248.90890749582
75499.3440501754,5.6346004561562255,7.997779762009926,3.286745703325222,26623.646265404364,Fake Address 135,140440.5151146192
52167.46707663763,6.637001705996346,7.2202953952722515,4.693560707132377,45431.5771602401,Fake Address 136,135845.6199644654
56779.384837943246,9.125497570106024,6.4760170381497435,3.495848366797778,34144.351430947005,Fake Address 137,164938.1571755362
68135.1721736967,5.043706554587443,7.010386405272113,4.475149937866767,23332.178739921597,Fake Address 138,137556.91158575745
47691.356835660445,5.390642074812539,7.9572487122278766,3.984769959655375,51453.41748589278,Fake Address 139,128797.38424008299
62274.599346041294,6.348622007053154,7.2625778598974415,4.7505623191923885,16006.87223205989,Fake Address 140,133182.8108544353
73071.42754282428,5.543363147949661,6.996629417439657,3.6076016353347335,47961.500219935224,Fake Address 141,137344.32279539853
43925.167654387726,2.1719883439730254,8.156143126211626,5.085309581182499,41299.26488364433,Fake Address 142,99959.07095055099
61846.33858532304,4.839744714602121,7.514917869950423,5.875450676805978,50509.35601580788,Fake Address 143,136674.0136651301
62598.82794248423,7.374746484475009,5.797097571050053,2.299650178645739,46263.45742927518,Fake Address 144,147141.78252045077
67818.2287177731,8.875093501865294,7.631412661981995,3.9078306696891305,46129.28552317405,Fake Address 145,173625.36572933855
47630.49289121918,3.6907628649245465,7.949558754782266,3.907217862897002,48979.0726615507,Fake Address 146,111889.64101387662
46795.433869157234,3.681435201538314,5.762683612912512,3.2842870530037036,48375.72626896988,Fake Address 147,103859.9560906989
65219.415656168974,6.060467605434671,4.7312605041333775,4.407507754147022,44506.79237325905,Fake Address 148,123520.69662752408
62969.84673233186,1.8488098702443265,5.958067331221649,5.120597231418985,36653.96981542033,Fake Address 149,88825.94897855003
62504.92850345877,5.110059594025746,6.897500312316385,2.025980731751861,37708.282367226675,Fake Address 150,121027.5038363814
63464.48209496976,2.527915880897213,8.009788345047935,1.950315764961616,41067.694900499904,Fake Address 151,102858.62496003209
53199.75278421509,8.73812259968493,6.109047965816871,5.65742855907909,37337.71327126984,Fake Address 152,152660.43871863786
62322.53697161003,4.461337691299191,7.555120266654468,3.760396912451445,61860.36498000852,Fake Address 153,132117.84529760087
62930.72473298681,9.305668372678054,4.107618865218188,4.089457147392306,39134.81335855297,Fake Address 154,151091.9080365968
52856.48581973632,8.227042706916677,7.180306720360081,2.9315292446661196,28502.067720779385,Fake Address 155,139871.58812624225
78657.74511144757,4.7073654046051665,6.59325954611457,4.044331760381281,38794.19843966039,Fake Address 156,136269.65918065122
64738.329209117874,3.856080726307845,9.0985987816394,5.3688754395404255,31615.323598475716,Fake Address 157,132899.95944200808
48086.965027973514,5.612908501664823,5.1079137127673455,4.496424351048445,59578.527342698035,Fake Address 158,120359.61201545021
66565.5360863383,5.790706751483594,6.985498517195771,4.192744365671794,40977.78645343466,Fake Address 159,140942.34380623171
50253.183297726784,6.692293887904802,5.101778648375589,2.2300020570395196,46348.00838866894,Fake Address 160,127196.40436201601
67870.84603742452,4.446913420939643,6.4502922668375495,4.742692444466533,45151.894614976896,Fake Address 161,130474.67433671142
71585.95579007405,7.492789747044406,5.29884503439604,4.009586884776565,49456.90590902459,Fake Address 162,146338.07170365535
51793.1768164829,6.530656109999799,9.300788740090827,3.392003449808316,42384.43947255753,Fake Address 163,157405.1076928993
69633.76129244322,5.319209686568272,6.644452131939012,4.642508506022462,36012.38629573566,Fake Address 164,138855.67899541085
64127.80926936498,4.575918689163954,6.788970506689982,3.1521441331224236,40472.47618258266,Fake Address 165,119087.10256764042
68220.6015999449,5.630230033802628,6.957266274894696,4.560773275010863,27734.38556817401,Fake Address 166,133264.1338551794
78967.92982653948,4.366197496344862,5.867723207212416,5.216885873832257,38502.31811804616,Fake Address 167,127500.81272844072
57546.11883997129,6.1168773897671755,8.055238733660776,4.154214458068164,57939.11571130132,Fake Address 168,138702.06673681256
52462.6383564251,6.170877370439819,7.640194145486342,3.576005405584751,47352.082663551955,Fake Address 169,137000.97026337232
51104.85570374477,6.523414566952678,7.917938362671781,3.427848528545023,38937.115904959755,Fake Address 170,147855.41443462527
51841.89715034562,9.532484819343708,5.78203811796371,4.382685343737759,60116.98817531889,Fake Address 171,165845.52135572638
59228.98290585896,5.735110560600855,8.13531521524405,3.5679714407573617,33905.65521206092,Fake Address 172,148640.21870102728
63411.519748166436,8.009195734248966,8.019841279326307,6.366489902840586,43427.5290540286,Fake Address 173,165123.01533261104
62766.90799330019,6.459174793951403,6.767606965009183,2.58488373136342,36970.36375949669,Fake Address 174,140941.85918981218
68271.83249036023,5.523511396203092,7.895021075543564,3.8702378664150996,37953.76302818097,Fake Address 175,137720.06031295634
60130.01891877907,5.761681460097532,7.272671623294287,4.272571379438638,43939.559126500666,Fake Address 176,135949.03644325948
74535.34077157317,5.882347181663899,5.406000467859024,4.153517315116918,45760.261066201674,Fake Address 177,138505.69878432632
57353.43166762044,6.559535415456432,6.81719409808796,3.4392466070037475,37972.71211120178,Fake Address 178,135365.4847041133
87201.69166589619,4.081358469562061,6.518489962220353,5.232262542547186,31639.095314402774,Fake Address 179,126324.82744183508
66256.67347765007,3.069319233110066,7.085419288047895,4.666852900643008,58322.35168703753,Fake Address 180,112085.15688195363
51428.42443583717,7.308594786948551,8.021126287733308,4.739786913017019,41014.54828999359,Fake Address 181,149796.75936471098
49291.075019388874,7.796247665162518,5.358658664469455,3.33207426362178,29629.727713076838,Fake Address 182,133979.50198991786
64824.72415243185,7.4912716656056055,6.556422091959563,3.5972625644902987,29777.24051215359,Fake Address 183,157502.6565114299
57765.372146741494,6.309944037112945,6.17816256703866,4.488249519538988,59910.10058844909,Fake Address 184,136321.31132784337
67140.00494092092,7.534449254906577,6.221108694689294,2.899494593191854,64639.08856837983,Fake Address 185,156433.6064151873
64732.376245735446,7.426858052034285,6.176890951166432,4.6655660017365905,43366.37352778731,Fake Address 186,154979.23193213652
59271.71087343127,7.575258717909909,7.068170355480437,3.8990495048557903,33861.0486535658,Fake Address 187,157038.02748972178
51532.06281931595,4.280918357315773,7.523175452837339,5.064595613518773,43325.82045815214,Fake Address 188,113973.5322620026
44851.52775314135,3.806096405690738,7.348324958889526,3.5723804356719913,36943.71695138477,Fake Address 189,106320.0454320235
55534.85047932979,5.222861506495459,7.185668207559156,5.814177390327264,45736.05127173672,Fake Address 190,135560.50791477755
68563.98794323472,5.9652317809146895,7.6217444878256435,4.410503053168525,43500.88490634317,Fake Address 191,142137.3586361166
62140.93744130204,5.516157745735421,9.380326133510389,4.520431989876496,39675.52188233026,Fake Address 192,153581.47941241707
47542.61221288012,2.2466193373242493,7.135891414313887,3.3074286907080928,39156.14085935798,Fake Address 193,86306.50637393854
61731.80925851182,9.443385224270283,8.021138402813273,4.253340309525025,37798.962701133634,Fake Address 194,181794.3075108873
63853.17379728837,5.451908022228529,7.964183434571187,3.4507668679521863,49485.450474260484,Fake Address 195,135884.35910035635
51161.42563798867,6.345408833153908,8.777794163030617,2.459649968180967,38072.138560288964,Fake Address 196,146903.51808400804
61537.25105945528,8.489097981526118,7.5605188649500725,3.8043459215682702,60555.66129059306,Fake Address 197,168474.3390137496
60582.08718446,1.3100554609575896,6.155683819026065,5.162817320112556,61487.81785868279,Fake Address 198,86417.18605059857
48570.29702169377,4.976612256176576,7.304881921021878,3.9358797013829894,36217.34740559511,Fake Address 199,126168.74311162175
63577.87360348283,5.225765452840391,7.251138743417547,3.7058552028635665,36393.08346440372,Fake Address 200,122711.63156125159
65607.84526368235,5.327379909098711,7.815182608787776,3.692582692833895,39509.191621654754,Fake Address 201,134750.3311309593
70830.51243175277,5.653026818572094,6.126603330500579,6.241582947883867,33582.72340247374,Fake Address 202,136141.07812844904
70538.02052034903,8.89426959688969,8.266321073959618,4.608422176169743,48512.54643830491,Fake Address 203,181772.57593342062
46223.30632042909,7.346917751454445,7.00523714914012,2.4099940582502914,51844.657623066036,Fake Address 204,128173.5027895091
50621.74960084877,7.916070537257659,7.839379253931732,3.45685438240866,52835.577313777394,Fake Address 205,157031.88569265118
65150.3526720866,6.094240543621847,7.3096731580736325,3.59918275819931,37919.32815154515,Fake Address 206,142919.825347925
65137.859509122085,3.2012539077089976,7.122590778320002,3.2787929324719567,37795.11544617464,Fake Address 207,106560.1761504807
65150.47686306048,1.8406059297079862,7.233856410483771,4.0643566494399,20088.917180633227,Fake Address 208,95768.79554590076
98527.31490654721,2.941184553536738,7.671992011381223,3.4261058047708186,33431.24261038737,Fake Address 209,127406.33435933157
65708.90510693166,6.719531408332039,8.95865479407142,3.4872464220354162,30680.688619197983,Fake Address 210,159616.68402441975
71355.65640180599,6.06353942539527,4.982622615171046,4.1535187236257265,28927.79135758253,Fake Address 211,121601.52954443179
69540.01763493202,5.579672704887985,7.540002948924055,2.459277812293905,35130.62041624646,Fake Address 212,136412.03784851544
66513.91251305798,5.2628461865197265,7.043967796000747,1.8489288506804322,36928.2426899831,Fake Address 213,130894.71910388106
56847.30755359655,10.023443150885495,6.822893432795396,5.242821897732378,39752.89045965612,Fake Address 214,180361.12346563805
67589.69220493267,4.354192818047052,4.6367217768724664,4.837228700943214,53595.86436031694,Fake Address 215,114461.56807118663
52271.747854624286,7.855638912232118,7.580207681255017,4.368892288261442,51655.02561008688,Fake Address 216,159365.27045929548
57631.813932599915,6.003825872041988,6.875029363118686,4.30466835465075,28751.506073773504,Fake Address 217,134345.9598567635
55146.364521708965,5.878120976428006,6.165571532323627,3.8107474319440033,44280.64228973582,Fake Address 218,134865.95565510262
60818.74139386322,8.353275097233489,7.042479972717485,7.015966220248433,32002.458082302208,Fake Address 219,162210.94558026874
83146.58566673509,8.92506076538289,6.70720976893512,4.192954469027404,41479.13418823488,Fake Address 220,173579.6417783871
41327.34807408252,5.520901086230324,5.257606832981842,6.608096447895536,53109.80697476492,Fake Address 221,122995.6586710409
66862.60190374513,7.598405438484284,7.088184719158125,6.06280732138978,35136.771236908644,Fake Address 222,163727.16928342098
43872.84128810348,6.727782724300107,7.580073529700014,4.461650540059644,30126.37690155524,Fake Address 223,141562.07525072707
55280.681342105665,6.014874277619829,6.450766585319274,3.7900111248435095,40514.82024761997,Fake Address 224,129545.9964313424
70889.50596967366,6.408509885314052,7.261712832685124,4.016011444238667,53202.28497188265,Fake Address 225,147140.81747531646
60642.80019095463,4.623982370310324,7.108111974560164,3.5991728916629255,60052.05945367794,Fake Address 226,125244.77171887418
49222.55222070694,5.387801213337831,8.045492222570775,4.461001922497898,33839.222510444546,Fake Address 227,125513.86683985672
52846.96290740032,4.838729440494587,6.896307606331326,4.673794814562602,41315.8137114366,Fake Address 228,118688.63072315416
66795.97748934675,7.802753432857839,7.801091839160231,2.775810989074458,42754.083047409425,Fake Address 229,167565.10796158822
52696.333682828634,5.809597768917875,6.686647244181142,6.614466316164967,25786.16982867121,Fake Address 230,132852.79169070805
62164.58589581975,3.4045719507699235,8.96732196149519,3.21901747488739,25238.942742822375,Fake Address 231,116306.08733046148
60455.71839903814,4.553125553673825,6.563158401360113,1.3136799136160064,43244.96620091415,Fake Address 232,112629.84501360719
53483.99652394183,-0.3985292904243565,6.315000875667698,3.918202222919286,36242.9953095879,Fake Address 233,67246.64917933317
81439.44089325325,5.011014796235703,6.899507880556063,2.851559288148719,25986.39428325331,Fake Address 234,144169.04968755908
66339.1902231801,6.075290130194299,6.271981094489427,3.9465719082052364,46869.77231195875,Fake Address 235,143614.0467055394
39748.57413342393,5.727728302266053,5.751343566106165,4.070925136380839,40610.73975956366,Fake Address 236,111562.19143755057
61864.543147694276,9.960308703062784,7.727602354257875,4.445281481518484,40115.18951033797,Fake Address 237,188491.41909031587
53382.13535231612,7.149812081830074,3.9373512863153017,5.00585494581644,29047.197645568256,Fake Address 238,126622.15466628858
68524.33334796224,7.060903706178301,6.282466644000605,2.992525268778887,22936.230719452073,Fake Address 239,141322.91683249117
52074.792615672995,2.7134619308594443,5.658236085448247,3.6366640699334267,34020.05719041428,Fake Address 240,89806.27417376522
58852.63558533101,5.270715891765734,7.142169400193862,4.678546736896527,40487.10280914528,Fake Address 241,125377.59080470029
65049.87278980457,5.026674385352608,4.810884330268799,3.3425867471336845,32912.4965109206,Fake Address 242,123251.61330654072
68657.55194170121,4.427837602383985,7.547850844944921,2.1226040385359677,29028.747997009177,Fake Address 243,120595.47882841752
47997.03592944224,4.400238668973307,7.656089926827523,4.619393609292061,36279.58247472597,Fake Address 244,108656.90938684429
